,scan,retntion time,m/z,TIC,similarity,match_scan
476,1127,12.274668134133332,1510.0785,298511.8125,0.94,2145
477,1128,12.284096990133333,919.3235,2270767.5,0.19,4566
478,1129,12.301063714933333,853.658,1525825.875,0.19,4901
479,1131,12.319294232,978.494,4622373.0,1.0,2277
480,1132,12.333907747466666,1067.2657,4608762.5,1.0,2278
481,1134,12.350749389333334,1173.9978,15574243.0,1.0,2281
482,1135,12.355092626133334,903.2302,11908662.0,1.0,2280
483,1136,12.360530157600001,1304.3315,4999001.0,1.0,2283
484,1137,12.368819050666668,1467.1221,1940246.375,1.0,2285
485,1139,12.384016589066666,838.8552,1895755.625,1.0,2288
486,1140,12.3978551528,994.2489,1729496.25,0.16,8746
487,1142,12.419242925066667,904.0367,14172566.0,0.99,2340
488,1143,12.426964040533333,935.6672,390116.375,0.67,3912
489,1144,12.440768168266667,973.4228,9986567.0,0.97,2351
490,1146,12.4523412536,843.9018,4563795.0,0.95,2339
491,1147,12.462139570400002,1054.5426,3708881.25,1.0,2342
492,1148,12.472758585066666,791.1578,855093.0,0.44,1555
493,1150,12.497592642133332,846.424,3276788.5,0.99,2184
494,1151,12.508440159200001,947.7742,1743533.125,0.85,8627
495,1152,12.521639289066666,1057.7795,570749.75,0.84,2181
496,1154,12.53403704,796.2359,1627389.875,0.53,4211
497,1155,12.556828569866667,847.0255,492249.625,0.79,2184
498,1157,12.5677823728,849.3851,2448078.25,0.32,4450
499,1158,12.584243653333335,915.0826,3383211.5,1.0,2423
500,1160,12.602600081333332,775.4288,2043867.125,1.0,2414
501,1161,12.618829910133334,723.8002,1382451.75,0.98,2415
502,1163,12.635054169866667,834.5874,1696305.625,0.96,2331
503,1164,12.657695193333332,896.9673,782733.6875,0.45,8362
504,1166,12.682495476533335,1385.4501,865755.3125,0.96,2271
505,1167,12.6915576632,1238.8856,1631675.25,0.98,2203
506,1168,12.705304113866667,1062.187,2505184.5,0.77,2205
507,1170,12.7216725152,796.9826,3454871.75,0.99,2483
508,1171,12.7442068088,750.1597,2861993.25,0.44,2484
509,1173,12.768256092266666,850.1133,3285958.25,0.96,2481
510,1174,12.776342609866667,910.7643,2837609.25,0.83,2498
511,1175,12.7828976,980.6675,1681240.75,0.9,2487
512,1177,12.800663821333334,674.5999,2300449.5,0.98,2197
513,1178,12.823267466666666,711.9572,809927.375,0.98,2269
514,1180,12.8419024808,581.6252,817984.0625,0.7,1066
515,1181,12.864618704,697.7488,415698.59375,0.88,2275
516,1183,12.889343899466667,799.5889,556836.1875,0.81,2405
517,1184,12.898245828266665,1190.3668,1674285.75,0.67,2478
518,1185,12.904353391999999,1360.2764,736589.4375,0.65,2477
519,1186,12.914346232533335,1058.438,1502548.75,0.67,2382
520,1188,12.931674184533334,892.1314,807869.5625,0.56,5331
521,1189,12.949144709866665,1073.1676,1579330.5,0.81,3952
522,1191,12.9634664488,1028.4966,1098420.5,0.8,2471
523,1192,12.973445451466667,1199.9132,1097971.25,0.76,2474
524,1193,12.980293109333333,693.8792,265824.625,0.76,606
525,1195,13.004969227466667,655.3652,1157411.25,0.99,2294
526,1196,13.0280026624,1329.3837,2168766.25,0.48,9507
527,1198,13.043346914133334,1252.4027,33663560.0,1.0,2573
528,1199,13.048336610400002,1431.3177,27854374.0,1.0,2574
529,1200,13.054793665333333,815.5147,1180899.25,0.7,5231
530,1202,13.078409620533334,1113.5857,39685660.0,1.0,2575
531,1203,13.082752048,1276.0355,17387432.0,0.35,3749
532,1204,13.087563899200001,1430.7516,21786720.0,0.99,2574
533,1205,13.089728769599999,1458.0402,7059370.0,0.0,0
534,1206,13.093267539200001,1002.2275,4651732.0,0.95,2578
535,1207,13.101985445333334,1253.4108,25746420.0,0.99,2573
536,1208,13.104109802133333,1669.3771,275808.0625,0.82,2593
537,1210,13.118699149066666,786.1356,988732.875,0.98,2499
538,1211,13.126998742933333,841.9248,2030462.875,0.29,4940
539,1212,13.134533114666668,687.9945,516659.5,0.53,2504
540,1214,13.158176989600001,1079.1415,17156256.0,0.99,2678
541,1215,13.1636149096,1239.897,2017866.375,0.97,2621
542,1216,13.1753779488,996.3636,7218235.5,0.83,2651
543,1217,13.179812250133333,1102.1285,2621282.0,0.39,8561
544,1219,13.192342863733334,1006.5143,14617169.0,0.98,2670
545,1220,13.199875350133334,943.5455,15905311.0,0.98,2683
546,1221,13.203361494666666,1078.1943,20323854.0,0.98,2678
547,1222,13.206559723733333,1161.131,15143683.0,0.92,2680
548,1223,13.210947582133334,852.241,7755310.5,0.98,2734
549,1224,13.2172078248,888.2185,5455782.5,0.79,2671
550,1226,13.227441546666666,894.7543,4298579.0,0.81,2735
551,1227,13.240885590666666,813.595,2773383.25,0.63,4893
552,1228,13.2475793856,1509.2716,3026240.75,0.99,2674
553,1229,13.254698182133334,941.8459,3408791.5,0.85,2731
554,1231,13.266802827466668,1527.8743,1977320.375,0.82,2698
555,1232,13.2756546136,1091.6259,5249591.0,0.55,5504
556,1233,13.279836096533334,1018.9844,6803922.0,0.51,3349
557,1234,13.286929895466667,899.1641,1641084.375,0.64,2520
558,1236,13.3005292,1264.2561,3558321.5,0.77,2689
559,1237,13.3124423504,854.1697,985445.25,0.64,4187
560,1239,13.337123524533332,1322.6864,4826546.0,0.65,2713
561,1240,13.346841817333335,1202.621,2922395.75,0.5,2719
562,1241,13.357801303733334,937.9437,801130.625,0.67,5142
563,1242,13.363542145333334,741.2883,751197.3125,0.59,1603
564,1244,13.3881957672,802.4349,305264.1875,0.77,8728
565,1245,13.411300673066668,1247.725,4181516.5,0.79,5604
566,1247,13.421394847466667,1469.756,3830971.75,0.96,2755
567,1248,13.4298303872,862.2122,785266.0,0.7,4608
568,1249,13.435868440266667,1134.2814,1358312.5,0.64,8722
569,1251,13.4556651512,838.4411,3062768.75,0.99,2639
570,1252,13.460005233866667,944.0562,8019389.0,0.7,2837
571,1253,13.464505104533334,718.9508,1517640.375,0.66,4115
572,1254,13.473518979466666,1055.1217,6702777.0,0.63,4865
573,1255,13.477440080533334,954.06,5539247.5,0.92,2710
574,1256,13.481699609333333,742.9534,4878621.5,0.71,2771
575,1258,13.501941297066667,871.9794,8537772.0,0.18,2436
576,1259,13.509501451733334,779.7773,2338462.5,0.66,1471
577,1260,13.518725404533335,835.4742,2411095.25,0.89,2417
578,1261,13.524945843733333,1071.2114,3965575.0,0.94,2684
579,1262,13.527755756266666,899.6645,3179302.25,0.8,2839
580,1264,13.536009388266667,877.9378,8671214.0,0.75,7112
581,1265,13.5408242632,804.7766,5410166.0,0.55,1885
582,1266,13.547122745600001,965.631,4440988.5,0.48,3962
583,1267,13.552929797866666,871.2984,3521669.75,0.59,5971
584,1268,13.563172646666667,690.0237,1309948.0,0.38,1543
585,1270,13.579348257066666,812.4227,2467667.5,0.95,2740
586,1271,13.588960260533334,1383.3547,375890.09375,0.35,6116
587,1273,13.613599576266667,831.8232,38044772.0,0.99,2890
588,1274,13.6179379936,739.5099,27187692.0,1.0,2891
589,1275,13.622786341866666,665.5596,11664112.0,1.0,2893
590,1276,13.6271027592,950.5116,9383840.0,1.0,2894
591,1277,13.629935984533335,1042.2462,1486256.0,0.61,3368
592,1278,13.6352854064,927.2692,5529524.0,0.51,5739
593,1279,13.639819683199999,869.5665,8704512.0,0.3,4648
594,1281,13.646811417066667,769.3704,2872851.25,0.36,4748
595,1282,13.670308190666667,887.6569,1713942.875,0.77,6010
596,1284,13.6855980176,1384.5913,13371279.0,0.79,2951
597,1285,13.690080856533333,1292.2836,16602406.0,0.78,3183
598,1286,13.695528216266666,1337.0211,15710686.0,0.83,2949
599,1287,13.699118381333333,1343.4338,12632542.0,0.58,5436
600,1288,13.702795922666667,1341.916,9849197.0,0.79,3841
601,1289,13.707615022133332,1391.3794,1775300.5,0.62,3772
602,1291,13.729853072800001,1550.825,7095861.0,0.4,1097
603,1292,13.734185580799998,1413.2454,18718884.0,0.94,3202
604,1293,13.739679761866666,817.4164,6890627.0,0.94,2972
605,1294,13.752748098133333,868.504,19863604.0,0.46,2899
606,1295,13.7574699136,1314.6278,13446705.0,0.79,3151
607,1297,13.763182804800001,918.2741,34385404.0,0.96,2932
608,1298,13.767519167733333,861.0687,43099800.0,0.98,2938
609,1299,13.772221072799999,810.4775,32958694.0,0.98,2935
610,1300,13.776104031733333,983.9351,32366598.0,0.98,2936
611,1301,13.7794096504,1059.5463,20156426.0,1.0,2941
612,1302,13.783840955466667,922.8006,5130778.5,0.64,4958
613,1303,13.787221561600001,765.5614,18062352.0,0.93,2939
614,1305,13.796191946933334,915.2748,54261008.0,0.97,2944
615,1306,13.800529983733332,858.1959,42708664.0,0.97,2942
616,1307,13.804315798933334,807.7139,32864122.0,0.97,2947
617,1308,13.806945893866667,926.2078,56954724.0,0.99,3019
618,1309,13.809546962133334,1056.0856,21135354.0,0.97,2956
619,1310,13.812413686666668,763.0079,16986040.0,0.95,3020
620,1311,13.815707130666668,725.271,5001953.0,0.88,2945
621,1313,13.830239985866665,930.1436,34439584.0,0.93,2957
622,1314,13.834565828,820.8327,22610058.0,0.92,2960
623,1315,13.838396173066666,775.3426,14253407.0,0.94,2963
624,1316,13.840790030666666,772.1193,69000696.0,0.99,2979
625,1317,13.843338432533333,992.4372,137587600.0,0.98,2973
626,1318,13.8455287432,980.6519,16724903.0,0.95,3018
627,1319,13.848094430666666,1068.5468,96884672.0,1.0,2984
628,1320,13.850284642133333,734.5355,11614731.0,0.5,2977
629,1321,13.854187464799999,1394.8125,10236188.0,0.94,2988
630,1322,13.857192864533333,731.4819,16716235.0,0.98,2981
631,1324,13.866793649333333,1157.5955,76357512.0,1.0,2991
632,1325,13.8711402672,926.7435,183280352.0,0.98,2969
633,1326,13.8743513272,1543.0161,26640350.0,1.0,2985
634,1327,13.876434562933333,1262.9231,40432148.0,1.0,2995
635,1328,13.878813244000002,1389.3152,30454768.0,0.99,2998
636,1329,13.881427126666667,1005.7261,20410322.0,0.94,3077
637,1330,13.8851999264,880.1368,21959890.0,0.97,3067
638,1331,13.889488765333335,869.0117,61108636.0,0.96,3047
639,1332,13.891685574933332,939.0116,28825558.0,0.96,3060
640,1334,13.89825244,917.4756,39664028.0,0.65,5952
641,1335,13.902595262133334,1445.8502,2224102.5,0.37,3206
642,1336,13.915820250933333,1048.401,8117186.0,0.87,3331
643,1337,13.91774752,1303.3386,5152788.0,0.93,3284
644,1338,13.920384492533334,1453.631,1672961.125,0.44,7610
645,1340,13.9449776888,910.2215,80178168.0,0.58,5980
646,1341,13.949315466133333,1040.2528,78233784.0,0.67,3731
647,1342,13.9526402104,828.4824,33006722.0,0.78,3065
648,1343,13.955535713333335,809.1973,26030656.0,0.54,4029
649,1344,13.957850388266667,1213.2941,14863606.0,0.6,3852
650,1345,13.960043146933334,1147.6759,16988808.0,0.9,3089
651,1346,13.962557433333334,918.8091,90601104.0,0.96,3134
652,1347,13.964674880266667,782.5114,4649342.5,0.51,3085
653,1348,13.9723867384,1015.8002,4695739.0,0.43,5705
654,1350,13.9799067064,919.7883,161259840.0,0.98,3055
655,1351,13.984247930933332,1039.6809,8648724.0,0.49,4059
656,1352,13.988671227466666,805.3169,72086992.0,0.99,3045
657,1353,13.991318452,715.7258,38920368.0,1.0,3064
658,1354,13.994857080000001,1206.8583,2426705.25,0.85,6745
659,1355,13.998124309866666,1445.2101,1817635.75,0.38,9502
660,1356,14.0045188784,1273.83,15936054.0,0.92,6437
661,1357,14.007559326666666,1293.0131,4778829.0,0.85,7247
662,1359,14.014450377333333,829.699,186294656.0,0.98,3072
663,1360,14.018792115466665,644.1504,40569328.0,0.97,3063
664,1361,14.022725056533334,737.622,106131144.0,0.99,3073
665,1362,14.0247272256,1073.0806,76489472.0,0.99,3052
666,1363,14.0269206072,664.0605,34795996.0,0.99,3082
667,1364,14.030419435466666,948.0835,151559776.0,0.97,3075
668,1365,14.032547033866667,920.3566,140531424.0,0.97,3055
669,1366,14.034760069866667,603.7834,5739919.5,0.99,3088
670,1368,14.050990443733333,830.205,811398848.0,0.98,3081
671,1369,14.0553316584,1326.7178,17639890.0,0.6,2238
672,1370,14.0593526192,1106.1028,88233984.0,0.99,3086
673,1371,14.061136571733334,758.2938,19179064.0,0.27,5456
674,1372,14.0650238744,853.2053,25777354.0,0.27,4970
675,1373,14.068266255466666,1674.1212,356954.84375,0.0,0
676,1375,14.092844130666666,948.6615,374445184.0,0.99,3075
677,1376,14.097195377866665,738.1833,399994176.0,0.98,3091
678,1377,14.099394522133334,664.5657,104136632.0,0.98,3082
679,1378,14.101604378666668,1281.1118,2605134.25,0.64,7127
680,1379,14.104635338133333,1339.2737,2415104.25,0.7,7049
681,1380,14.109992494133333,975.5237,13046930.0,0.29,4227
682,1381,14.113774620533333,1521.6641,2616884.25,0.0,0
683,1382,14.120602371466667,1143.2448,2488067.75,0.68,5631
684,1384,14.128252653866667,1119.9846,2801611.0,0.69,7646
685,1385,14.132590646933332,1301.1775,2595808.25,0.85,3514
686,1386,14.149490964266667,1286.8046,8245059.5,0.96,3059
687,1387,14.151935637066666,1283.5519,4668718.0,0.58,7034
688,1388,14.155427548533334,1447.5345,2493329.25,0.62,3884
689,1390,14.164779756,1302.1327,18281712.0,0.88,8191
690,1391,14.169122618133335,1336.1471,4749806.0,0.52,3738
691,1392,14.172718717066665,1621.6381,767751.625,0.53,3610
692,1393,14.176483189599999,1359.0844,2725672.0,0.59,3576
693,1394,14.181519861066667,1414.6665,2837365.25,0.67,3631
694,1395,14.185624993066666,1662.9661,446098.625,0.05,2788
695,1396,14.189818873866667,1331.3322,4159795.5,0.45,8954
696,1397,14.192416254666666,1439.4974,1095867.375,0.16,5932
697,1399,14.201477722666668,1094.751,5082293.0,0.7,3644
698,1400,14.205824006933334,1258.696,5059130.0,0.53,7966
699,1401,14.209845423733332,1364.6683,7532433.0,0.75,3530
700,1402,14.2122687384,1359.954,17684346.0,0.86,3576
701,1403,14.214463015733333,1411.2361,1571115.75,0.58,6189
702,1404,14.2213945072,1333.8947,3597498.0,0.76,3459
703,1405,14.224822930133334,1607.9564,2185301.75,0.0,0
704,1407,14.236523504533332,1310.0518,34418628.0,0.89,3532
705,1408,14.240859933866666,1664.8175,739465.25,0.55,3674
706,1409,14.245219185333333,1277.7035,2659605.25,0.43,8011
707,1410,14.249662559466666,1362.5265,27752058.0,0.9,3829
708,1411,14.251857292266667,1517.4948,15727132.0,0.49,3223
709,1412,14.254431279466667,1590.5155,5643938.0,0.0,0
710,1413,14.258078789066667,1189.5898,26153738.0,0.92,3481
711,1414,14.260638282933334,1352.4521,12741316.0,0.88,3840
712,1415,14.263303559466667,1256.8075,25768326.0,0.73,8492
713,1417,14.2687523296,1207.36,4377937.0,0.54,7037
714,1418,14.273095214666666,1626.3816,6538084.0,0.0,0
715,1419,14.278921285066668,1566.812,2965820.75,0.0,0
716,1420,14.286993893866667,1231.7639,10275612.0,0.83,3657
717,1421,14.289324545600001,1484.9471,1881004.5,0.48,3788
718,1422,14.293884499999999,1306.816,59846536.0,0.89,8956
719,1423,14.2961596736,1548.9913,16952456.0,0.9,3592
720,1425,14.301891177866667,1305.8074,36197888.0,0.89,8956
721,1426,14.306237373333333,1192.3851,16551871.0,0.88,3709
722,1427,14.311043742933332,1417.3477,5898931.0,0.64,3518
723,1428,14.312798275466667,1387.9325,29432468.0,0.93,3767
724,1429,14.315345386666667,1190.2782,34988528.0,0.89,3481
725,1430,14.317544550933333,1482.8809,15933451.0,0.92,3526
726,1431,14.320442355199999,1423.4409,25115176.0,0.92,3851
727,1432,14.322750571999999,1149.7107,25620176.0,0.93,3730
728,1433,14.325257110133332,1290.546,28630876.0,0.83,5593
729,1434,14.327458496266667,1232.4905,34031160.0,0.94,3633
730,1436,14.333040556533332,1154.8712,15707168.0,0.83,5620
731,1437,14.337377468266668,1257.679,49307112.0,0.94,3521
732,1438,14.3416309824,1156.6613,13017144.0,0.92,3753
733,1439,14.345220513866668,1304.1864,6484288.0,0.62,3620
734,1440,14.347660246666667,1260.8407,8692657.0,0.64,8908
735,1441,14.350799877333333,1170.5135,23841108.0,0.93,3732
736,1442,14.3536289096,1386.446,11356307.0,0.86,3464
737,1443,14.356546011999999,1239.9626,9014990.0,0.95,3846
738,1445,14.366409553333334,1254.3684,23018130.0,0.95,3802
739,1446,14.370757390133333,1237.7493,22060838.0,0.95,3791
740,1447,14.376089385866667,1371.9568,3603522.25,0.45,9472
741,1448,14.378777533866666,1328.8649,19430182.0,0.93,3484
742,1449,14.381896708800001,1451.4418,29715572.0,0.9,3643
743,1450,14.3840909384,1449.0925,34947124.0,0.91,3506
744,1451,14.386300417333333,1130.2904,14579076.0,0.64,3715
745,1452,14.388511615733334,1356.9027,18269252.0,0.89,3571
746,1453,14.3907199568,1361.6095,51447140.0,0.92,3612
747,1454,14.392929666133334,1322.1895,13716829.0,0.63,9023
748,1456,14.3989960976,1309.2274,32655480.0,0.9,3532
749,1457,14.403342325599999,1132.4371,22240196.0,0.93,3474
750,1458,14.4079836888,1367.5146,15354760.0,0.59,7954
751,1459,14.4101663096,1323.1678,24241748.0,0.63,9023
752,1460,14.412358218133333,1278.2346,23127578.0,0.94,3798
753,1461,14.415238837333334,1310.8893,48303236.0,0.84,3463
754,1462,14.417434382933333,1477.5607,3946439.75,0.74,3553
755,1463,14.4196436808,1333.3654,37829124.0,0.91,3588
756,1464,14.421851492533333,1233.8558,8841031.0,0.48,3633
757,1465,14.424062303733333,1429.9916,4413023.5,0.44,3860
758,1467,14.430394470933333,1146.5073,16194861.0,0.93,3770
759,1468,14.434652101333334,1166.4814,8290567.5,0.69,3716
760,1469,14.438941830666666,1403.5515,12547192.0,0.58,4143
761,1470,14.443013554133334,1390.7662,7314004.0,0.65,3535
762,1471,14.445208826666667,1495.3119,6192333.5,0.71,3907
763,1472,14.450804714133334,1344.2395,12616533.0,0.72,3839
764,1473,14.454935461866667,1251.3091,4473940.0,0.6,3822
765,1475,14.469661916533333,1419.1757,6439150.5,0.75,3615
766,1476,14.474002205066666,1470.2892,10473628.0,0.53,5106
767,1477,14.478743557333333,1332.6281,46027828.0,0.94,3771
768,1478,14.480713596266666,1151.2106,9823078.0,0.87,8705
769,1479,14.486319275466666,1314.0573,18777226.0,0.84,3847
770,1480,14.489689351200001,1219.8651,3121704.5,0.43,5669
771,1481,14.4925241136,1208.2322,17165618.0,0.93,3498
772,1482,14.495686578133332,1279.5966,37139412.0,0.94,3748
773,1484,14.501166713600002,1248.5613,8418112.0,0.64,4468
774,1485,14.5055102168,1091.9482,9169833.0,0.85,8630
775,1486,14.513431462133333,1416.1285,22232008.0,0.93,3538
776,1487,14.516172268266667,1510.819,7692536.5,0.73,3524
777,1488,14.518362291199999,1243.9166,12392383.0,0.85,3768
778,1489,14.520927765333333,1113.2764,15935226.0,0.93,3862
779,1490,14.523679086133335,1488.5803,12769365.0,0.7,3462
780,1491,14.526667777066667,1486.2217,3224636.0,0.44,3993
781,1493,14.532352560266666,1234.6378,15388120.0,0.83,3550
782,1494,14.536693387466666,1201.5657,18011910.0,0.51,7732
783,1495,14.542326504,1215.3176,18082052.0,0.9,3827
784,1496,14.5449127104,1312.2434,8221059.5,0.6,3513
785,1497,14.547107089599999,1158.8435,1825884.25,0.51,6549
786,1498,14.554472721866667,1402.2065,9387955.0,0.0,0
787,1499,14.558211825066667,1400.2457,6664494.0,0.28,5608
788,1501,14.5638315768,1289.1844,5816541.0,0.83,8906
789,1502,14.5757917312,1513.6083,2016811.25,0.65,3565
790,1503,14.5779693576,1110.2645,10667206.0,0.87,3887
791,1504,14.580597555999999,1265.8754,16946964.0,0.84,8689
792,1505,14.583507358933334,1425.9319,7917678.5,0.0,0
793,1506,14.5862592272,1479.4823,12535481.0,0.8,3951
794,1507,14.590326686133333,1397.8751,4343380.0,0.61,8353
795,1509,14.597848072,962.6189,4429332.5,0.51,5751
796,1510,14.6021970632,1100.1361,5604068.5,0.64,8327
797,1511,14.606937786933335,855.8832,1551841.75,0.62,4530
798,1512,14.613994357866666,1206.082,7301514.5,0.76,3765
799,1513,14.617675231466666,1072.0721,5703924.5,0.82,3783
800,1514,14.621614547466667,1378.3795,6502843.0,0.56,9483
801,1515,14.623886738666666,955.6153,28638538.0,0.61,6032
802,1517,14.631485575466666,849.5499,41386504.0,0.57,4100
803,1518,14.6358266656,1092.5649,73500768.0,0.7,3818
804,1519,14.639412826933333,1624.2125,2606079.25,0.74,3436
805,1520,14.643107176266666,764.5953,5754179.5,0.57,5954
806,1521,14.651112956266667,1112.5923,11227482.0,0.93,3862
807,1522,14.654652372533333,1211.5791,18827696.0,0.91,3763
808,1523,14.657417894666667,1090.3541,6494600.0,0.73,5835
809,1525,14.675061898400001,1346.8015,82112672.0,0.99,3408
810,1526,14.6794004144,1252.7654,30491656.0,0.98,3419
811,1527,14.683950474133333,1096.4205,24957024.0,0.97,3415
812,1528,14.6860137432,1047.734,66583168.0,1.0,3423
813,1529,14.688737304,1178.5743,113735208.0,1.0,3420
814,1530,14.690930389333333,956.1214,14710046.0,0.55,6032
815,1531,14.693140809866666,1461.5603,7713994.0,0.94,3421
816,1532,14.696245604533335,1486.8386,6246495.5,0.64,4006
817,1533,14.7022000888,1089.6052,5552347.0,0.88,3696
818,1535,14.711660209866666,942.9588,68125696.0,0.99,3433
819,1536,14.716007596266667,1571.2648,17311192.0,0.99,3422
820,1537,14.719403150666666,1385.094,12579420.0,0.92,3480
821,1538,14.723245622133334,1346.2271,141729664.0,0.99,3424
822,1539,14.725440404,1153.1149,16606865.0,0.88,8428
823,1540,14.728152532533333,1620.9108,883431.75,0.57,3796
824,1541,14.732818787466666,1452.1022,21952024.0,0.93,3614
825,1542,14.735339073066665,1133.913,1997968.75,0.63,3865
826,1543,14.737685862133333,877.3353,3660082.0,0.95,3417
827,1545,14.7448934376,1570.5985,15003254.0,0.99,3422
828,1546,14.749234935999999,1178.0735,148218976.0,0.99,3411
829,1547,14.75247826,1661.9141,508476.53125,0.0,0
830,1548,14.7574423056,1514.464,6325935.5,0.69,3659
831,1549,14.7602366856,1455.6956,3368080.25,0.7,3572
832,1550,14.764796538933332,1714.618,1749023.125,0.0,0
833,1551,14.768098109333332,1586.6625,1867490.5,0.62,3449
834,1552,14.7711062464,1320.9125,10475204.0,0.72,6466
835,1554,14.778708657066666,1481.0994,3914358.0,0.91,3609
836,1555,14.793442031466666,1459.9772,1869442.125,0.0,0
837,1556,14.798921976799999,1453.0322,7193832.5,0.71,3614
838,1557,14.801638909866666,1707.3268,4154808.5,0.79,3485
839,1558,14.804574466933333,1397.2086,10950043.0,0.85,3460
840,1560,14.812477900000001,1503.8307,2204379.5,0.14,9459
841,1561,14.817350758933333,1750.557,218125.296875,0.75,3539
842,1562,14.840249509333335,1223.0151,2339849.75,0.75,3573
843,1564,14.849951764533333,1342.5613,3812462.0,0.81,8408
844,1565,14.865461292266668,1574.1503,2139788.25,0.35,3454
845,1566,14.873352464,1351.9353,6019883.5,0.88,3840
846,1568,14.882267870133335,1214.7111,104155600.0,1.0,3637
847,1569,14.886614802133332,1080.1881,73211232.0,0.99,3580
848,1570,14.890607133600001,1471.7325,2782285.75,0.55,4067
849,1571,14.893418774666666,1291.986,6462080.5,0.85,3682
850,1572,14.896617740266667,1563.4626,3480828.25,0.31,3083
851,1573,14.9070413368,1259.2114,8530890.0,0.7,3529
852,1575,14.915219866400001,972.167,20663838.0,0.66,4488
853,1576,14.9195648872,1619.6106,1341671.0,0.78,3584
854,1577,14.923765591466667,883.9703,13342997.0,0.95,4223
855,1578,14.926796249333334,1389.2405,9162934.0,0.72,3638
856,1579,14.929075226666667,1080.7428,52804868.0,0.77,4198
857,1580,14.931199789066666,1676.2448,4112193.5,0.27,2672
858,1581,14.93373332,1252.0314,5073737.0,0.51,3410
859,1582,14.936543249333333,1394.6133,5910219.0,0.79,8513
860,1583,14.941528421066666,1391.3672,4399941.5,0.68,9496
861,1585,14.947059802666667,879.0286,48842248.0,0.97,4152
862,1586,14.951397981333335,852.4523,76055216.0,0.95,4970
863,1587,14.9547703792,760.295,25006260.0,0.98,5153
864,1588,14.957818756,953.3392,10325011.0,0.91,4963
865,1589,14.960425673333333,1004.3886,28667796.0,0.97,3945
866,1590,14.962693990666667,907.0932,41820032.0,0.98,3930
867,1591,14.964825058666666,969.238,28451290.0,0.98,4128
868,1592,14.967036399466668,781.4153,47791096.0,0.98,4382
869,1593,14.969292974666667,826.4393,27362546.0,0.97,4712
870,1594,14.971647881066668,783.7938,39003712.0,0.92,4109
871,1595,14.9738825792,937.5291,49836696.0,0.98,4537
872,1597,14.979408718133334,878.4996,128169464.0,0.98,3971
873,1598,14.983751945066667,936.8315,71321576.0,0.97,3924
874,1599,14.986900038933333,1003.7482,49863192.0,0.97,3945
875,1600,14.988542838933334,780.8607,89325960.0,0.98,4164
876,1601,14.990737811999999,759.7841,48908060.0,0.98,3958
877,1602,14.9929474656,803.2285,122573008.0,0.97,4137
878,1603,14.995168503999999,851.9406,162602288.0,0.97,3922
879,1604,14.997367264266668,1124.1182,25797228.0,0.97,4461
880,1605,14.999576459733333,1081.6898,22848416.0,0.97,4313
881,1606,15.001786186933334,904.709,17649618.0,0.9,4787
882,1607,15.003996008533333,1041.5519,67733376.0,0.9,4554
883,1608,15.006210275466666,1221.7827,8204177.0,0.94,3954
884,1610,15.0117849464,826.9415,152010320.0,0.98,4110
885,1611,15.016128398400001,1040.8497,41094420.0,0.97,3990
886,1612,15.019125075466667,906.5798,149674464.0,0.97,3930
887,1613,15.0205516072,1404.7456,12370886.0,0.96,4350
888,1614,15.022758293066666,835.443,38430956.0,0.95,4108
889,1615,15.024965082666666,1338.1388,8244943.0,0.95,4132
890,1616,15.027390623466665,1478.6809,9754306.0,0.89,4219
891,1617,15.029750619733333,924.4688,34874844.0,0.96,4501
892,1618,15.031829354400001,720.9501,34566904.0,0.98,4129
893,1619,15.034492358666666,1173.4583,6058524.0,0.84,3774
894,1621,15.0413572752,1277.0867,27890370.0,0.97,4155
895,1622,15.045697843200001,1010.1389,14419117.0,0.96,4512
896,1623,15.049995373333333,1561.3315,5763068.0,0.95,3977
897,1624,15.052810222933335,1652.8156,5579689.0,0.95,4194
898,1625,15.055047023733332,935.3333,14551696.0,0.91,5110
899,1626,15.0575942016,739.9752,71324912.0,0.98,3963
900,1627,15.059792568266666,1272.4183,4134623.0,0.47,7157
901,1628,15.064507721333333,851.2106,176807568.0,0.96,4546
902,1629,15.066637955733334,966.3476,17854052.0,0.86,3991
903,1630,15.068846671466668,964.5599,11151482.0,0.7,5012
904,1632,15.074390450666668,850.5152,31113986.0,0.91,4731
905,1633,15.078736430133334,804.5956,157520640.0,0.97,4345
906,1634,15.0821261424,906.074,86732824.0,0.89,4787
907,1635,15.0835365472,1405.3528,10992691.0,0.95,4350
908,1636,15.085945691733334,923.5082,22168844.0,0.94,4501
909,1637,15.088367339466666,904.084,40953700.0,0.94,4416
910,1638,15.090560472533333,869.0011,13372430.0,0.94,4263
911,1639,15.093835108,819.774,17997672.0,0.92,4730
912,1640,15.096165191733332,1755.8031,1487645.75,0.86,4415
913,1642,15.107698451733334,868.2407,19918326.0,0.94,4648
914,1643,15.112045999466666,886.5122,20798864.0,0.91,4381
915,1644,15.115007942933333,703.0012,28716302.0,0.98,3965
916,1645,15.117800905066668,936.1968,130876456.0,0.96,4770
917,1646,15.119995781333333,822.9097,21474434.0,0.95,3969
918,1647,15.122637511466667,807.7728,5631819.0,0.95,4088
919,1648,15.129358237866667,827.5298,202448128.0,0.98,4103
920,1649,15.1314849168,969.7556,64920304.0,0.98,4349
921,1650,15.133696307200001,847.9388,15724829.0,0.96,4021
922,1652,15.1404390632,968.516,72175712.0,0.92,4881
923,1653,15.1447860664,801.772,57114324.0,0.97,5423
